locus_tag	LB24H	X6H	X12H	X1D	X2D	X3D	X5D	X7D	X14D	X1M	X2M
B4U62_00005	-2.1521111859894577	0.9519520502315925	0.0	0.07911485603284078	0.2873074912867765	0.062163921304869627	0.029931844421392385	-0.4761815963269154	-1.9670679727843392	-1.5889924678806109	-3.2044466038316024
B4U62_00010	0.0	1.4350826799909202	0.2522810526654184	0.38835079867660666	0.3262644769062587	0.21848450834772692	-0.13922706799476545	-0.4688690278956121	-1.2681710023415755	-0.9674051372708711	-3.0840780486637818
B4U62_00015	-1.8916216147482627	1.545791585493656	0.7591964021787011	0.8997032137728792	0.5459094216358299	-0.04253581514744761	0.3100434236634094	0.0	-0.7189714334456697	-1.0486967348662777	-2.8692975188384304
B4U62_00020	1.3737804831970182	0.5555776496130229	-0.23961810884545107	-0.07617161134032743	0.0	-0.16241719868415141	0.18080148355741904	0.2373774042670608	0.4846220638559163	-0.23257842346444832	-2.1208923270642615
B4U62_00025	1.6839593743667882	0.4445177617912938	-0.3783811833462242	0.06150839982668819	0.07493473947889699	0.0	0.41071163931286436	-0.021822142738492964	-1.1085810408945198	-0.24033855316997885	-2.9452466473835255
B4U62_00030	2.0429272897070883	0.49375471983668806	0.0	-0.17423660083225823	-0.012154052386877943	-0.15815837687671297	0.13539182754098433	0.23200123038695378	0.039717399062918705	-0.4513440245922138	-2.3471452899865626
B4U62_00035	1.2042179504977664	0.582995130139002	0.0	0.14164628566644133	0.04341964477284584	-0.3493333891532224	0.02714011600326981	-0.12675858876194995	-0.9168723497361868	-0.9164741494926308	-2.4847261739891953
B4U62_00065	0.04731832314639042	-0.8324262103779758	-2.1427362578868188	-0.9397946651939292	-0.0540202275156365	1.4233977241480118	0.8911272177150602	0.7839479529223642	0.5715632845308635	0.0	-0.34463331984908147
B4U62_00070	2.5528965881033323	0.5852531254637523	0.7413438936073365	0.0	-0.08199043897967177	-0.2670073257594842	-0.4700443061887829	0.17623916970163658	0.060165134251655	-0.8426618596023326	-3.3071522826112814
B4U62_00075	-0.5129211252358716	2.0662134737630904	0.8676211747330365	1.0733085258316577	0.6653849725116935	0.0	0.1152463425520657	-0.30701750731134697	-1.563494340531835	-1.0848019541965295	-2.603921057157404
B4U62_00080	-1.5890569478201564	1.9740850376602401	1.0041675340987855	1.3040912940496714	0.6580295016054732	0.0	0.12484206266419012	-0.3045305976009505	-0.7894372411964005	-1.041190730845497	-3.2715873588846818
B4U62_00085	-0.8519699605707457	2.1940786649366895	1.3819302736882415	1.4745566387839146	0.6864959259015722	0.0	0.13261201472969825	-0.3223763041587774	-1.2416814332219959	-1.0754091312828031	-3.233368050711926
B4U62_00090	1.964008106707933	1.8547042579373088	1.6258971109218228	0.9054920953122408	0.34622356830439494	-0.011674438981839296	0.0	-0.1628196081196546	-1.1517297074756363	-1.1711979840328874	-2.501734506425175
B4U62_00100	-2.8166327142345735	1.1328260053969215	0.03257237010074421	0.6115273523126847	0.26260487495743046	0.0	0.4295499881259974	-0.18984769184036662	-2.2056316339090585	-1.4202633283815422	-3.3511353358449805
B4U62_00105	-3.4898901288099107	0.8786204036138565	0.07831250304644731	0.5346786416906207	0.1346267160579969	-0.13389755094176095	0.3325290695999135	0.0	-1.8407539195976297	-1.4691874001762875	-3.618525837033062
